Name,MedNet Code,Address,City,Web Site,Phone,Insurance Plan,Hcfa Type,Edi Service
SOOLAND BOBCAT,WC3109,3109 N HWY 75,"51105 SIOUX CITY, IA",,(712) 277-8066,WORKERS COMPENSATION,HCFA1500 12-02,
SOS TEMP AGENCY,WC2090,2090 LARKIN AE STE 25,"60120 ELGIN, IL",,,WORKERS COMPENSATION,HCFA1500 12-02,
SOSTRIN & SOSTRIN,A033,33 W MONROE ST,"60603 CHICAGO, IL",,(312) 346-3580,LITIGATION,HCFA1500 12-02,
"SOULE LAW OFFICES, P.C.",A1235,123 W MADISON STREET,"60602 CHICAGO, IL",,(312) 550-0896,LITIGATION,HCFA1500 12-02,
SOUND HEALTH & WELNESS TRUST,W98109,201 QUESSN ANNE AVE N 100,"98109 SEATTLE, WA",,(800) 225-7620,N/A,HCFA1500 12-02,
SOUND PATH HEALTH,853924,PO BOX 853924,"75085 RICHARDSON, TX",,(866) 789-7747,N/A,HCFA1500 12-02,CLAIM-MD
SOURCEONE,W810,810 N LA FOX STREET,"60177 SOUTH ELGIN, IL",,,WORKERS COMPENSATION,HCFA1500 12-02,
SOUTH CENTRAL FS INC,W4102,410 S WILLOW,"62401 EFFINGHAM, IL",,(217) 342-9263,WORKERS COMPENSATION,HCFA1500 12-02,
SOUTH CENTRAL PREFERRED,4029,PO BOX 2347 ,"17405 YORK, PA",,(717) 851-6800,N/A,HCFA1500 12-02,CLAIM-MD
SOUTH COUNTRY HEALTH ALLIANCE,23000,23000 PARK DRIVE,"55060 OWATONNA, MN",,,MEDICARE REPLACEMENT,HCFA1500 12-02,
SOUTH DAKOTA DEPT OF CORRECTIONS,57501,300 E HWY 34,"57501 PIERRE, SD",,,N/A,HCFA1500 12-02,
SOUTH DAKOTA MEDICAID,007,700 GOVERNERS DR,"57501 PIERRE, SD",,(800) 452-7691,MEDICAID SOUTH DAKOTA,WICAID 12-02,CLAIM-MD
SOUTH EAST WESTER GRAND,W4044,404 WALNUT ST,"50040 BOXHOLM, IA",,(515) 547-3395,WORKERS COMPENSATION,HCFA1500 12-02,
SOUTH MACON FIRE PROTECTION DIST.,3690,231 S FRONT ST,"62544 MACON, IL",,(217) 794-3690,N/A,HCFA1500 12-02,
SOUTH ROCK ISLAND TOWNSHIP,1019,1019 27TH AVE,"61201 ROCK ISLAND, IL",,(309) 788-0496,N/A,HCFA1500 12-02,
SOUTH SIOUX CITY SCHOOLS,W158,PO BOX 158 ATTN: W/C,"68776 S SIOUX CITY, NE",,(402) 494-2425,WORKERS COMPENSATION,HCFA1500 12-02,
SOUTH SUBURAN COLLEGE,5801,58 W 162ND ST,"60473 SOUTH HOLLAND, IL",,(708) 596-2000,N/A,HCFA1500 12-02,
SOUTH SUBURBAN ROOF W/C,W3403,3403 WEST OAK HILL DR,"60417 CRETE, IL",,,WORKERS COMPENSATION,HCFA1500 12-02,
SOUTHEAST MISSOURI STATE UNIVERSITY ,63701,ONE UNIVERSITY PLAZA-MS0200,"63701 CAPE GIRARDEAU, MO",,(573) 651-5959,N/A,HCFA1500 12-02,
SOUTHEASTERN CONSTRUCTION,W0113,113 S PAVILION CIRCLE,"71291 WEST MONROE, LA",,(318) 340-0841,WORKERS COMPENSATION,HCFA1500 12-02,
SOUTHERN BENEFIT ADMINISTRATORS,14370,PO BOX 1449,"37070 GOODLETTSVILLE, TN",,,N/A,HCFA1500 12-02,
SOUTHERN BENEFIT SERVICE,10265,"2400 VETERANS BLVD,STE 140","70062 KENNER, LA",,(866) 342-0182,N/A,HCFA1500 12-02,
SOUTHERN CARE HOSPICE,1923S,1923 S LIBERTY DR,"47403 BLOOMINGTON, IN",,,N/A,HCFA1500 12-02,
SOUTHERN FARM BUREAU,724,PO BOX 450,"72432 HARRISBURG, AR",,(870) 578-9514,N/A,HCFA1500 12-02,
SOUTHERN HEALTH SERVICES,7704,PO BOX 7704,"40742 LONDON, KY",,(800) 975-1213,N/A,HCFA1500 12-02,
SOUTHERN IL HEALTH CARE ASSOC,0127,PO BOX 7997,"60154 WESTCHESTER, IL",,(618) 345-3160,N/A,HCFA1500 12-02,
SOUTHERN IL LABORERS HEALTH & WELFARE,8295,5100 LABORERS WAY  SUITE A,"62959 MARION, IL",,(618) 998-1300,N/A,HCFA1500 12-02,
SOUTHERN ILL UNIV EDWARDSVILLE,4252,CAMPUS BOX 1129,"62026 EDWARDSVILLE, IL",,(618) 650-2883,N/A,HCFA1500 12-02,
SOUTHERN TIRE MART,W529,529 INDUSTRIAL PARK RD,"39429 COLUMBIA, MS",,,WORKERS COMPENSATION,HCFA1500 12-02,
SOUTHERN UTE TRIBAL HEALTH,0737,PO BOX 737 #72,"81137 IGNACIO, CO",,,N/A,HCFA1500 12-02,
SOUTHGATE APARTMENTS,W4290,429 S MAIN STREET ATTN: KAY,"50049 CHARITON, IA",,(641) 774-2725,WORKERS COMPENSATION,HCFA1500 12-02,
SOUTHLAND IPA ,60448,PO BOX 728,"60423 FRANKFORT, IL",,(877) 226-3676,NON RUSH HMO,HCFA1500 12-02,CLAIM-MD
"SOUTHVIEW MANOR, INC",3311,3311 S MICHIGAN AVE,"60616-5059 CHICAGO, IL",,(312) 326-9101,N/A,HCFA1500 12-02,
SOUTHWEST ADMINISTRATORS,89126,PO BOX 26509,"89126 LAS VEGAS, NV",,(804) 531-634,N/A,HCFA1500 12-02,
SOUTHWEST ADMINISTRATORS,91802,PO BOX 1130,"91802 ALHAMBRA, CA",,(877) 350-4792,N/A,HCFA1500 12-02,
SOUTHWEST ADMINISTRATORS,13192,13191 CROSSROAD STE 2,"91746 CITY INDUSTRY, CA",,(866) 481-5841,N/A,HCFA1500 12-02,
SOUTHWEST CATHOLIC H EALTH NETWORK,4350,4350 E COTTON CENTER BLVD,"85040 PHOENIX, AZ",,,N/A,HCFA1500 12-02,
SOUTHWEST FAMILY HEALTH CENTER,4839,4839 W 47TH ST,"60638 CHICAGO, IL",,(800) 608-8158,N/A,HCFA1500 12-02,
SOUTHWEST FAMILY PRACTICE LTD,11737,11737 SOUTHWEST HWY ,"60463 PALOS HEIGHTS, IL",,(800) 892-2803,HMO COMMERCIAL,HCFA1500 12-02,CLAIM-MD
SOUTHWEST PHYSICIAN GROUP #235,4861,4861 W 95TH ST,"60453 OAK LAWN, IL",,(708) 425-9096,BCBS-IL HMO,HCFA1500 12-02,CLAIM-MD
SOUTHWEST SERVICE ADMINISTRATION,4775,4775 INDIAN SCHOOL ROAD,"87110 ALBUQUERQUE, NM",,(800) 432-6636,N/A,HCFA1500 12-02,
SOUTHWEST SERVICES LI,982005,P.O. BOX 982005,"76182 FORT WORTH, TX",,(817) 284-4888,N/A,HCFA1500 12-02,
SOUTHWEST STONE,W1135,11351 E 36TH ST N,"74116 TULSA, OK",,(918) 438-3777,WORKERS COMPENSATION,HCFA1500 12-02,
SOUTHWEST TEAMSTERS SECURITY FUND,474,2400 W DUNLAP AVE,"85021 PHOENIX, AZ",,(800) 474-3485,N/A,HCFA1500 12-02,
SOUTHWEST WA WC TRUST,W250065,2500 NE 65TH AVE,"98661 VANCOUVER, WA",,,WORKERS COMPENSATION,HCFA1500 12-02,
SOUTHWESTERN ELECTRIC COOP,W4096,PO BOX 409,"62246 GREENVILLE, IL",,(618) 664-1025,WORKERS COMPENSATION,HCFA1500 12-02,
SOUTHWIRE,W11037,11037 OLD HIGHWAY 50,"62839 FLORA, IL",,(618) 662-8341,WORKERS COMPENSATION,HCFA1500 12-02,
SPACE CENTER DISTRIBUTION,W60901,1551 EAST WILLOW,"60901 KANKAKEE, IL",,(815) 939-3976,WORKERS COMPENSATION,HCFA1500 12-02,
SPARKLE AND SHINE CLEANING SERVICES,W21250,112 E SAWGRASS TRAIL,"57049 DAKOTA DUNES, SD",,(605) 321-3867,WORKERS COMPENSATION,HCFA1500 12-02,
SPARTAN LAW,A4277,427 N CANON DRIVE SUITE 212,"90210 BEVERLY HILLS, CA",,(310) 363-0240,LITIGATION,HCFA1500 12-02,
SPASHLIGHT SOLUTIONS LLC,27001,2700 WEST TOWN PKWY STE. 315,"50266 WEST DES MOINES, IA",,(515) 298-7228,N/A,HCFA1500 12-02,
SPAULDING& SHAULL PC,A2423,2423 INGERSOL AVE,"50312 DES MOINES, IA",www.sslaw.com,(515) 277-6559,LITIGATION,HCFA1500 12-02,
SPECIAL DATA SOLUTIONS,4676,4676 HIGHWAY 41 NORTH,"37172 SPRINGFIELD, TN",,(800) 591-6764,LITIGATION,HCFA1500 12-02,
SPECIAL FUNDS CONSERVATION,W5789,2875 UNION RD SUITE 3510,"14227 CHEEKTOWAGA, NY",,(315) 445-9405,WORKERS COMPENSATION,HCFA1500 12-02,
SPECIAL FUNDS CONSERVATION ,3031,2 TOWER FUNDS ,"12203 ALBANY, NY",,(518) 438-3585,N/A,HCFA1500 12-02,
SPECIAL INSURANCE SERVICES,250349,PO BOX 250349,"75025 PLANO, TX",,(800) 767-6811,N/A,HCFA1500 12-02,
SPECIAL INSURANCE SERVICES,75024,6509 WINDCREST DRIVE ,"75024 PLANO, TX",,(800) 767-6811,N/A,HCFA1500 12-02,
SPECIAL INSURANCE SERVICES,4809,5300 DEMOCRACY DR STE 120,"75024 PLANO, TX",,,COMMERCIAL ,HCFA1500 12-02,
SPECIAL RISK HEALTH-NATIONWIDE INS,2399,PO BOX 2399,"43216 COLUMBUS, OH",,(800) 625-8669,N/A,HCFA1500 12-02,
SPECIALIZED WORKERS COMP CLAIM CTR,W14476,PO BOX 14476,"40512 LEXINGTON, KY",,(866) 514-4833,WORKERS COMPENSATION,HCFA1500 12-02,
SPECIALTY CLAIMS SERVICES,W20001,"2000 MALLORY LANE, SUITE 130-601","37067 FRANKLIN, TN",,(501) 945-4405,WORKERS COMPENSATION,HCFA1500 12-02,
SPECIALTY CLAIMS SERVICES LLC,W1555,PO BOX 15550,"72231 LITTLE ROCK, AR",,(501) 945-4405,WORKERS COMPENSATION,HCFA1500 12-02,
SPECIALTY PHYSICANS OF ILLINOIS LLC,79051,7905 S CALUMET AVE ,"46321 MUNSTER, IN",,(833) 836-7263,BC/BS HMO,HCFA1500 12-02,
SPECIALTY RISK,61512,PO BOX 61512,"19406 KING OF PRUSSIA, PA",,(800) 551-0271,WORKERS COMPENSATION,HCFA1500 12-02,
SPECIALTY RISK,W79006,PO BOX 790066,"63179 ST. LOUIS, MO",,(800) 952-0200,WORKERS COMPENSATION,HCFA1500 12-02,
SPECIALTY RISK MIDWEST OFFICE,W30245,PO BOX 30245,"33802 LAKELAND, FL",,(800) 358-2072,WORKERS COMPENSATION,HCFA1500 12-02,
SPECIALTY RISK SERVICE LLC,W61513,PO BOX 61513,"19406 KING OF PRUSSIA, PA",,(314) 682-0203,WORKERS COMPENSATION,HCFA1500 12-02,
SPECIALTY RISK SERVICES,W14152,PO BOX 14152,"40512 LEXINGTON, KY",,(800) 348-9598,WORKERS COMPENSATION,HCFA1500 12-02,
SPECIALTY RISK SERVICES,WC14203,PO BOX 14203,"40512 LEXINGTON, KY",,(615) 874-7116,WORKERS COMPENSATION,HCFA1500 12-02,
SPECIALTY RISK SERVICES,W449,PO BOX 449,"50112 GRINNELL, IA",,,WORKERS COMPENSATION,HCFA1500 12-02,
SPECIALTY RISK SERVICES,14608,PO BOX 14608,"53214 MILWAUKEE, WI",,(877) 426-4085,N/A,HCFA1500 12-02,
SPECIALTY RISK SERVICES,2022,PO BOX 202200,"55420 BLOOMINGTON, MN",,(800) 294-0028,N/A,HCFA1500 12-02,
SPECIALTY RISK SERVICES,WC2040,PO BOX 2040,"60507 AURORA, IL",,(800) 358-2072,WORKERS COMPENSATION,HCFA1500 12-02,
SPECIALTY RISK SERVICES,WC23,PO BOX 2300,"60507 AURORA, IL",,(800) 358-2072,WORKERS COMPENSATION,HCFA1500 12-02,
SPECIALTY RISK SERVICES,W3207,PO BOX 3209,"60566 NAPERVILLE, IL",,(877) 731-4690,WORKERS COMPENSATION,HCFA1500 12-02,
SPECIALTY RISK SERVICES,WC3117,PO BOX 3117,"60566 NAPERVILLE, IL",,,WORKERS COMPENSATION,HCFA1500 12-02,
SPECIALTY RISK SERVICES,W2911,PO BOX 29115,"66201 SHAWNEE MISSION, KS",,,WORKERS COMPENSATION,HCFA1500 12-02,
SPECIALTY RISK SERVICES,W8107,PO BOX 8107,"72078 JACKSONVILLE, AR",,(800) 541-0139,WORKERS COMPENSATION,HCFA1500 12-02,
SPECIALTY RISK SERVICES,1390,PO BOX 139024 ATTN: JAKIE RANSON,"75313 DALLAS, TX",,(800) 348-9598,WORKERS COMPENSATION,HCFA1500 12-02,
SPECIALTY RISK SERVICES W/C,3120,PO BOX 3120,"60566 NAPERVILLE, IL",,(800) 526-1611,WORKERS COMPENSATION,HCFA1500 12-02,
SPECIALTY SERVICES LLC,W17816,PO BOX 17816,"38187 MEMPHIS, TN",,,WORKERS COMPENSATION,HCFA1500 12-02,
SPECTERA CLAIMS DEPT.,30978,PO BOX 30978,"84130 SALT LAKE CITY, UT",,,UHC,HCFA1500 12-02,CLAIM-MD
"SPECTOR, TAPPA & NATHAN",A1017,100 17TH ST  STE 400,"61201 ROCK ISLAND, IL",,(309) 794-1476,LITIGATION,HCFA1500 12-02,
SPEE DEE DELIVERY SERVICE,WC710,710 SE CREEKVIEW DRIVE,"50021 ANKENY, IA",,(515) 288-6325,WORKERS COMPENSATION,HCFA1500 12-02,
SPEEDWAY SUPER AMERICA LLC,W1824,PO BOX 182480,"43218 COLUMBUS, OH",,(888) 297-8112,WORKERS COMPENSATION,HCFA1500 12-02,
SPEERS REULAND & CIBULSKIS PC,A1981,1981 W DOWNER PL #401,"60506 AURORA, IL",,(630) 264-2626,LITIGATION,HCFA1500 12-02,
SPEIGEL & DEMARS,AA19,19 S LASALLE STE 902,"60603 CHICAGO, IL",,(312) 726-3377,LITIGATION,HCFA1500 12-02,
"SPELLMAN, SPELLMAN, SPELLMANSPELLMAN, KEALHOFER AND SPELLMAN",A0666,1024SECOND STREET,"50220 PERRY, IA",,(515) 465-5326,LITIGATION,HCFA1500 12-02,
SPENCER & ASSOCIATES,45502,ONE SOUTH LIMESTONE ST STE 301,"45502 SPRINGFIELD, OH",,(866) 766-9016,N/A,HCFA1500 12-02,
SPENCER STUART,38416,PO BOX 21873,"55121 EAGAN, MN",,(847) 394-1700,N/A,HCFB1500 12-02,
SPERRYS SERVICE,W20161,201 WEST CUMBERLAND ROAD,"62458 ST ELMO, IL",,(618) 829-9796,WORKERS COMPENSATION,HCFA1500 12-02,
SPESIA & AYERS,AT1415,1415 BLACK ROAD,"60435 JOLIET, IL",,(815) 726-4311,LITIGATION,HCFA1500 12-02,
SPHERION STAFFING,W61874,1805 WOODFIELD DR,"61874 SAVOY, IL",,(217) 359-4488,WORKERS COMPENSATION,HCFA1500 12-02,
SPIEGEL & CAHILL,A0015,15 SPINNING WHEEL RD #107,"60521 HINSDALE, IL",,(630) 455-4070,LITIGATION,HCFA1500 12-02,
SPINA BIFIDA,65025,PO BOX 65025,"80206 DENVER, CO",,(888) 820-1756,N/A,HCFA1500 12-02,
SPINAK & BABCOCK PC,A700,134 N LASALLE ST  STE 700,"60602 CHICAGO, IL",,(312) 346-1337,LITIGATION,HCFA1500 12-02,
SPINE CENTERS INSTITUTE,5225,5225 WEST 79TH STREET,"60459 BURBANK, IL",,(773) 878-7909,N/A,HCFA1500 12-02,
SPLASH VALLEY,1850,1850 RIVER RD,"60901 KANKAKEE, IL",,(815) 939-1311,N/A,HCFA1500 12-02,
SPLASH VALLEY,893,893 W STATION ST,"60901 KANKAKEE, IL",,(815) 939-1311,N/A,HCFA1500 12-02,
SPOONER INC,28605,28605 PANNEY PARKWAY,"44145 WESTLAKE, OH",,(440) 249-5835,WORKERS COMPENSATION,HCFA1500 12-02,
SPOONER MEDICAL ADMINISTRATORS INC,28301,28301 RANNEY PARKWAY,"44145 WESTLAKE, OH",,(800) 542-9479,WORKERS COMPENSATION,HCFA1500 12-02,
SPORTS DESIGN AND GRAPHICS,W8076,807 S MAPLE ST,"62401 EFFINGHAM, IL",,(217) 342-2777,WORKERS COMPENSATION,HCFA1500 12-02,
SPRAYING SYSTEMS MEDICAL DEPT,7904,PO BOX 7900,"60187 WHEATON, IL",,(630) 517-1608,N/A,HCFA1500 12-02,
SPRAYING SYSTEMS-SELF ADMINISTERED HEALTH PLAN,W7900,PO BOX 7900,"60187 WHEATON, IL",,(630) 517-1360,WORKERS COMPENSATION,HCFA1500 12-02,
SPRING TREE CARE ATTN W/C,WC921,PO BOX 921,"60110 CARPENTERSVILLE, IL",,(847) 456-4237,WORKERS COMPENSATION,HCFA1500 12-02,
SR DIMENSIONS/SIERRA HLTH,1564,PO BOX 15645,"89114 LAS VEGAS, NV",,(800) 650-6232,N/A,HCFA1500 12-02,
SRC,16000,PO BOX 23750,"29224 COLUMBIA, SC",,(800) 736-2144,N/A,HCFA1500 12-02,
SRS,W296,PO BOX 29618,"28229 CHARLOTTE, NC",,(800) 875-6937,WORKERS COMPENSATION,HCFA1500 12-02,
SRS,W14155,PO BOX 14155,"40512 LEXINGTON, KY",,(866) 495-7844,WORKERS COMPENSATION,HCFA1500 12-02,
SRS,W2400,PO BOX 2400,"60507 AURORA, IL",,(888) 777-4789,WORKERS COMPENSATION,HCFA1500 12-02,
SRS,WC3200,PO BOX 3200,"60507 AURORA, IL",,(630) 692-7149,WORKERS COMPENSATION,HCFA1500 12-02,
SRS ,W448,PO BOX 448,"60031 GURNEE, IL",,(630) 692-7158,WORKERS COMPENSATION,HCFA1500 12-02,
SRS MEDBILL-W/C,14205,PO BOX 14205,"40512 LEXINGTON, KY",,(877) 731-4690,WORKERS COMPENSATION,HCFA1500 12-02,
ST AGNES NURSING HOME,1725,ATTN WORKERS COMP CLAIMS,"60616-5059 CHICAGO, IL",,(312) 922-2777,WORKERS COMPENSATION,HCFA1500 12-02,
ST ANNE CATHOLIC CHURCH,60964,230 N SIXTH ST,"60964 SAINT ANNE, IL",,,N/A,HCFA1500 12-02,
ST ANNE HIGH SCHOOL,63000,650 W GUERTIN ST,"60964 SAINT ANNE, IL",,(815) 427-8141,N/A,HCFA1500 12-02,
ST ANTHONY HEALTH NETWORK,1372,PO BOX 8370,"91750 LA VERNE, CA",,(877) 937-2035,HMO COMMERCIAL,HCFA1500 12-02,CLAIM-MD
ST ANTHONY HOSPITAL,WC503,503 N MAPLE ST,"62401 EFFINGHAM, IL",,,WORKERS COMPENSATION,HCFA1500 12-02,
ST ANTHONY PHO C/O MED 3000,74281,18410 S CROSSING DR SUITE A,"60487 TINLEY PARK, IL",,(877) 937-2035,HMO COMMERCIAL,HCFA1500 12-02,AVAILITY
ST AUGUSTA PARISH,W3228,3228 W ST RD 10,"46349 LAKE VILLAGE, IN",,(219) 992-3220,WORKERS COMPENSATION,HCFA1500 12-02,
ST ELIZABETH'S HOSPITAL,1431,1431 N CLAREMONT,"60622 CHICAGO, IL",,(773) 278-2000,HMO COMMERCIAL,HCFA1500 12-02,CLAIM-MD
ST FRANCIS HEALTH CARE-HMO,6677,6677 N LINCOLN AVE,"60712 CHICAGO, IL",,(847) 410-0480,ST JOSEPH HEALTH PREFERRED,HCFA1500 12-02,
ST FRANCIS HEALTH PREFERRED-HMO,923,2380 E DEMPSTER ,"60016 DES PLAINES, IL",,(773) 572-8300,ST JOSEPH HEALTH PREFERRED,HCFA1500 12-02,CLAIM-MD
ST FRANCIS HEALTHCARE,1365,"1240 E DIEHL RD, STE 411","60563 NAPERVILLE, IL",,(773) 271-0880,ST FRANCIS HEALTHCARE,HCFA1500 12-02,
ST FRANCIS MANOR,W2021,2021 4TH AVE,"50112 GRINNELL, IA",,(641) 236-7592,WORKERS COMPENSATION,HCFA1500 12-02,
ST JAMES PHO,440,7905 CALUMET AVE,"46321 MUNSTER, IN",,(708) 709-2011,BC/BS HMO,HCFA1500 12-02,CLAIM-MD
ST JAMES PHO ,44075,30 E 15TH STREET SUITE 402,"60411 CHICAGO HEIGHTS, IL",,(708) 709-3996,BC/BS HMO,HCFA1500 12-02,CLAIM-MD
ST JOHN HOSPITAL,W1235,1235 E CHEROKEE ,"65804 SPRINGFIELD, MO",,(417) 820-2063,WORKERS COMPENSATION,HCFA1500 12-02,
ST JOHN OCCUPATION HEALTH PARTNERS,22255,22255 GREENFIELD ROAD STE 422,"48075 SOUTHFIELD, MI",,(248) 849-3079,N/A,HCFA1500 12-02,
ST JOHN'S CLAIMS ,4192,PO BOX 14230,"65814 SPRINGFIELD, MO",,(877) 875-7700,N/A,HCFA1500 12-02,
ST JOHNS HOSPITAL/SELF FUNDED,W8006,800 E CARPENTER,"62769 SPRINGFIELD, IL",,(217) 544-6464,WORKERS COMPENSATION,HCFA1500 12-02,
ST JOSEPH HEALTH PREFERRED,1021,2380 E DEMPSTER,"60016 DES PLAINES, IL",,(773) 572-8300,ST JOSEPH HEALTH PREFERRED,HCFA1500 12-02,CLAIM-MD
ST JOSEPH OSF HOSPICE,3969,211 N LANDMARK DR,"61761 NORMAL, IL",,(309) 683-7813,N/A,HCFA1500 12-02,
ST JOSEPH'S HOSPITAL,9515,9515 HOLY CROSS LAND,"62230 BREESE, IL",,(618) 526-4511,WORKERS COMPENSATION,HCFA1500 12-02,
ST LUKES EMPLOYEE HEALTH,2720,2720 STONE PARK BLVD,"51104 SIOUX CITY, IA",,(712) 279-3500,WORKERS COMPENSATION,HCFA1500 12-02,
ST MARGARET HAMMOND,W4632,5500 HOHMAN SUITE D ,"46320 HAMMOND, IN",,(219) 852-2472,WORKERS COMPENSATION,HCFA1500 12-02,
ST MARY AND ELIZABETH HEALTH PERFERED,10210,2380 E DEMPSTER,"60016 DES PLAINES, IL",,(773) 572-8300,ST JOSEPH HEALTH PREFERRED,HCFA1500 12-02,CLAIM-MD
ST MARY AND ELIZABETH HMO #462,2233,2233 W DIVISION STREET,"60622 CHICAGO, IL",,(773) 572-8300,ST JOSEPH HEALTH PREFERRED,HCFA1500 12-02,CLAIM-MD
ST MARY'S HOSPITAL,W18006,1800 E LAKESHORE DR,"62521 DECATUR, IL",,(217) 464-2385,WORKERS COMPENSATION,HCFA1500 12-02,
ST MARY'S HOSPITAL,W6252,1800 E LAKE SHORE DRIVE,"62521 DECATUR, IL",,(217) 464-2966,WORKERS COMPENSATION,HCFA1500 12-02,
ST MARYS CATHOLIC CHURCH,19515,19515 115TH AVE,"60448 MOKENA, IL",,(708) 326-9300,N/A,HCFA1500 12-02,
ST MARYS HOSPITAL,500W,500 W COURT ST,"60901 KANKAKEE, IL",,(815) 937-2400,N/A,HCFA1500 12-02,
ST PAUL FIRE & MARINE INS ,6770,677 ALA MOANA BLVD STE 910,"96813 HONOLULU, HI",,,N/A,HCFA1500 12-02,CLAIM-MD
ST PAUL INSURANCE,W21607,PO BOX 21607,"33622 TAMPA, FL",,,WORKERS COMPENSATION,HCFA1500 12-02,
ST PAUL TRAVELERS,68174,PO BOX 681746,"37068 FRANKLIN, TN",,(800) 342-4064,N/A,HCFA1500 12-02,
ST PAULS TRAVELERS INS/WC,W472,6081 E 82 STREET,"46240 INDIANAPOLIS, IN",,,WORKERS COMPENSATION,HCFA1500 12-02,
ST PAULS TRAVELERS/WC,W294,PO BOX 2940,"53201 MILWAUKEE, WI",,(800) 225-4144,WORKERS COMPENSATION,HCFA1500 12-02,
ST THOMAS APOSTLE SCHOOL,265,265 KING ST,"60014 CRYSTAL LAKE, IL",,(815) 459-0496,WORKERS COMPENSATION,HCFA1500 12-02,
ST VINCENT BARIATRIC SVS,13430,13430 N MERIDAIN ST STE 168,"46032 CARMEL, IN",,,N/A,HCFA1500 12-02,
ST. JAMES HOSPITAL,W1423,1423 CHICAGO ROAD,"60411 CHICAGO HEIGHTS, IL",,(708) 756-1000,WORKERS COMPENSATION,HCFA1500 12-02,
ST. JOSEPH COLLEGE,47978,PO BOX 875,"47978 RENSSELAER, IN",,(219) 866-6275,N/A,HCFA1500 12-02,
STABERS WHOLESALE MEAT,W51101,200 PEARL STREET,"51101 SIOUX CITY, IA",,(712) 277-4682,WORKERS COMPENSATION,HCFA1500 12-02,
STACK ON PRODUCTS CO,W1360,1360 NORTH OLD RAND RD,"60084 WAUCONDA, IL",,(847) 526-1611,WORKERS COMPENSATION,HCFA1500 12-02,
STAFF RIGHT/WC,W462,4602 S PULASKI,"60632 CHICAGO, IL",,(773) 254-8808,WORKERS COMPENSATION,HCFA1500 12-02,
STAFFING INC,W6233,PO BOX 623,"60559 WESTMONT, IL",,(708) 956-5100,WORKERS COMPENSATION,HCFA1500 12-02,
STAFFING NETWORK,4501,450 E DEVON ST 250,"60143 ITASCA, IL",,,N/A,HCFA1500 12-02,
STAFFING NETWORK-WC,WC5101,5451 W 79th STREET,"60459 BURBANK, IL",,(773) 247-5557,WORKERS COMPENSATION,HCFA1500 12-02,
"STAMEY & MILLER, LLC",A727,727 SECOND ST,"71458 NATCHITOCHES, LA",,(318) 352-4559,LITIGATION,HCFA1500 12-02,
STANCZAK LAW OFFICES,A4494,1738 WASHINGTON ST,"60085 WAUKEGAN, IL",,(847) 249-4494,LITIGATION,HCFA1500 12-02,
STANDARD FIRE INS CO,8924,PO BOX 430,"14240 BUFFALO, NY",,(631) 577-7514,WORKERS COMPENSATION,HCFA1500 12-02,
STANDARD FORWARDING,W1909,1909 E17TH ST ATTN: W/C CLAIMS,"50316 DES MOINES, IA",,(515) 299-5575,WORKERS COMPENSATION,HCFA1500 12-02,
STANDARD FORWARDING COMPANY W/C,W2925,2925 MORTON DRIVE,"61244 EAST MOLINE, IL",,(866) 791-8468,WORKERS COMPENSATION,HCFA1500 12-02,
STANDARD LIFE,2509,PO BOX 25097,"73193 OKLAHOMA CITY, OK",,(800) 827-2524,COMMERCIAL ,HCFA1500 12-02,
STANDARD LIFE & ACCIDENT,16708,PO BOX 16708,"39236 JACKSON, MS",,(888) 888-2519,N/A,HCFA1500 12-02,
STANDARD LIFE & ACCIDENT INS,211748,PO BOX 211748,"55121 EAGAN, MN",,(888) 888-2519,N/A,HCFA1500 12-02,CLAIM-MD
STANDARD LIFE AND ACCIDENT INS CO ,782691,PO BOX 10546,"65808 SPRINGFIELD, MO",,(888) 350-1488,N/A,HCFA1500 12-02,
STANDARD MUTUAL INSURANCE,19267,PO BOX 19267,"62794 SPRINGFIELD, IL",,(866) 469-3968,N/A,HCFA1500 12-02,
STANDARD READY MIX ATTN W/C,WC1221,1221 STEUBEN ST,"51105 SIOUX CITY, IA",,(712) 597-1268,WORKERS COMPENSATION,HCFA1500 12-02,
STANDARD SECURITY,110,PO BOX 110,"60068 PARK RIDGE, IL",,(800) 822-3906,N/A,HCFA1500 12-02,
STANLEY SPRING & STAMPING CO,W5050,5050 W FOSTER AVE,"60630 CHICAGO, IL",,(773) 777-2600,WORKERS COMPENSATION,HCFA1500 12-02,
STANTHY HEALTH NETWORK,46307,1201 S MAIN ST,"46307 CROWN POINT, IN",,(219) 681-6957,N/A,HCFA1500 12-02,
STAPLES W/C,W60069,100 SCHELTER ROAD,"60069 LINCOLNSHIRE, IL",,(847) 876-4003,WORKERS COMPENSATION,HCFA1500 12-02,
STAR HEALTHCARE NETWORK,0120,120 BLOOMINGDALE RD,"10605 WHITE PLAINS, NY",,(671) 477-5091,N/A,HCFA1500 12-02,
STAR HOSPICE,5800,2645 WASHINGTON ST,"60085-4981 WAUKEGAN, IL",,(847) 360-2220,N/A,HCFA1500 12-02,
STAR INSURANCE/MEADOWBROOK,W5086,P.O. BOX 5086,"48086 SOUTHFIELD, MI",,(800) 482-2726,WORKERS COMPENSATION,HCFA1500 12-02,
STAR MANAGEMENT,W455,455 E STATE PARKWAY,"60193 SCHAUMBURG, IL",,(847) 519-9170,WORKERS COMPENSATION,HCFA1500 12-02,
