MedNet Code,Medicare Modifiers,Bill Medical Direction
1630,NO,NO
9899,NO,NO
14598,NO,NO
9470,NO,NO
7526,NO,NO
99005,NO,NO
15952,NO,NO
1636,NO,NO
91603,NO,NO
9057,NO,NO
99004,NO,NO
053010,NO,NO
94807,NO,NO
167429,NO,NO
25329,NO,NO
282488,NO,NO
3320,NO,NO
794901,NO,NO
240669,NO,NO
44101,NO,NO
6789,NO,NO
6693,NO,NO
8635,NO,NO
3192,NO,NO
26001,NO,NO
490091,NO,NO
H333,NO,NO
337572,NO,NO
2878,NO,NO
33132,NO,NO
29073,NO,NO
12647,NO,NO
01527,NO,NO
0421,NO,NO
30730,NO,NO
8550,NO,NO
16346,NO,NO
0391,NO,NO
719,NO,NO
6528,NO,NO
8903,NO,NO
52524,NO,NO
447,NO,NO
8961,NO,NO
22087,NO,NO
62544,NO,NO
5350,NO,NO
425,NO,NO
2209,NO,NO
C23235,NO,NO
307,NO,NO
19463,NO,NO
73179,NO,NO
MPC_1969,NO,NO
1009,NO,NO
3156,NO,NO
799981,NO,NO
243,NO,NO
487,NO,NO
82007,NO,NO
833,NO,NO
711,NO,NO
1293,NO,NO
H1670,NO,NO
482,NO,NO
4663,NO,NO
0405,NO,NO
51104,NO,NO
515,NO,NO
90OG,NO,NO
74183,NO,NO
1053,NO,NO
2941,NO,NO
8413,NO,NO
4146,NO,NO
5106,NO,NO
2246,NO,NO
1826,NO,NO
75007,NO,NO
45005,NO,NO
034,NO,NO
188,NO,NO
HVHS,NO,NO
32580,NO,NO
4064,NO,NO
1964,NO,NO
4128,NO,NO
4069,NO,NO
4282,NO,NO
3583,NO,NO
51719,NO,NO
1443,NO,NO
61938,NO,NO
IBCCP,NO,NO
7945,NO,NO
0114,NO,NO
5322,NO,NO
1041,NO,NO
04025,NO,NO
2390,NO,NO
2112,NO,NO
286,NO,NO
53072,NO,NO
731,NO,NO
149345,NO,NO
18501,NO,NO
4186,NO,NO
IDFI,NO,NO
19230,NO,NO
126111,NO,NO
204,NO,NO
20257,NO,NO
105365,NO,NO
10109,NO,NO
4711,NO,NO
7001,NO,NO
21817,NO,NO
W2660,NO,NO
617,NO,NO
94103,NO,NO
62656,NO,NO
125,NO,NO
1912,NO,NO
12016,NO,NO
3241,NO,NO
7217,NO,NO
309,NO,NO
147,NO,NO
2267,NO,NO
61790,NO,NO
1609,NO,NO
5144,NO,NO
5561,NO,NO
9410,NO,NO
71866,NO,NO
17100,NO,NO
6767,NO,NO
1153,NO,NO
296,NO,NO
88500,NO,NO
15381,NO,NO
071,NO,NO
22956,NO,NO
379,NO,NO
698,NO,NO
3327,NO,NO
46204,NO,NO
IBCAT,NO,NO
19876,NO,NO
4230,NO,NO
3768,NO,NO
60630,NO,NO
3506,NO,NO
6281,NO,NO
7221,NO,NO
1424,NO,NO
1587,NO,NO
4105,NO,NO
59920,NO,NO
5769,NO,NO
46356,NO,NO
1233,NO,NO
4310,NO,NO
13270,NO,NO
1632,NO,NO
40015,NO,NO
3558,NO,NO
3089,NO,NO
10129,NO,NO
7547,NO,NO
2332,NO,NO
62548,NO,NO
5831,NO,NO
412,NO,NO
19102,NO,NO
17757,NO,NO
5082,NO,NO
2917,NO,NO
982017,NO,NO
875,NO,NO
690,NO,NO
80052,NO,NO
15688,NO,NO
10338,NO,NO
5485,NO,NO
1730,NO,NO
11037,NO,NO
15953,NO,NO
3696,NO,NO
925159,NO,NO
1447,NO,NO
0539,NO,NO
0160,NO,NO
15500,NO,NO
869010,NO,NO
6002,NO,NO
5413,NO,NO
19108,NO,NO
591,NO,NO
5791,NO,NO
576,NO,NO
9306,NO,NO
11530,NO,NO
100G,NO,NO
115301,NO,NO
22604,NO,NO
48333,NO,NO
33173,NO,NO
89116,NO,NO
4764,NO,NO
1655,NO,NO
181,NO,NO
60631,NO,NO
055,NO,NO
7105,NO,NO
33728,NO,NO
52450,NO,NO
52317,NO,NO
3331,NO,NO
50050,NO,NO
15501,NO,NO
7106,NO,NO
32133,NO,NO
10856,NO,NO
30124,NO,NO
395,NO,NO
903,NO,NO
0912,NO,NO
10986,NO,NO
1790,NO,NO
3331200,NO,NO
126601,NO,NO
2805,NO,NO
47202,NO,NO
00550,NO,NO
15918,NO,NO
16270,NO,NO
6144,NO,NO
989,NO,NO
DOC287,NO,NO
60653,NO,NO
0088,NO,NO
48851,NO,NO
2009,NO,NO
7970,NO,NO
3050,NO,NO
17013,NO,NO
404S,NO,NO
2239,NO,NO
62918,NO,NO
1111,NO,NO
356,NO,NO
680468,NO,NO
4056,NO,NO
71489,NO,NO
61616,NO,NO
1524,NO,NO
60436,NO,NO
6877,NO,NO
305,NO,NO
288,NO,NO
2338,NO,NO
3749,NO,NO
297,NO,NO
385,NO,NO
7175,NO,NO
0165,NO,NO
5168,NO,NO
4166,NO,NO
29716,NO,NO
01550,NO,NO
6353,NO,NO
46203,NO,NO
320,NO,NO
1729,NO,NO
297161,NO,NO
55210,NO,NO
1234,NO,NO
2971,NO,NO
2086,NO,NO
7115,NO,NO
20067,NO,NO
0150,NO,NO
7367,NO,NO
62854,NO,NO
82001,NO,NO
WCKBY1745,NO,NO
3838,NO,NO
0339,NO,NO
5396,NO,NO
22005,NO,NO
66913,NO,NO
4914,NO,NO
295,NO,NO
10440,NO,NO
2357,NO,NO
RC49969,NO,NO
0667,NO,NO
2293,NO,NO
6302,NO,NO
5550,NO,NO
660 - DO NOT USE,NO,NO
500100,NO,NO
973,NO,NO
2218,NO,NO
1734,NO,NO
760999,NO,NO
22100,NO,NO
0830,NO,NO
2984,NO,NO
7176,NO,NO
11680,NO,NO
8857,NO,NO
J1420,NO,NO
32455,NO,NO
55103,NO,NO
1350,NO,NO
10581,NO,NO
66323,NO,NO
3226,NO,NO
9962,NO,NO
H4315,NO,NO
01100,NO,NO
11002,NO,NO
1696,NO,NO
10592,NO,NO
5340,NO,NO
17480,NO,NO
468011,NO,NO
34512,NO,NO
97708,NO,NO
1554,NO,NO
37421,NO,NO
0345,NO,NO
25620,NO,NO
7150,NO,NO
4287,NO,NO
20111,NO,NO
852851,NO,NO
626,NO,NO
3608,NO,NO
10843,NO,NO
290,NO,NO
19900,NO,NO
7268,NO,NO
60148,NO,NO
11289,NO,NO
700,NO,NO
3485,NO,NO
26081,NO,NO
11100,NO,NO
0305,NO,NO
A625N,NO,NO
1849,NO,NO
0221,NO,NO
07843,NO,NO
L7843,NO,NO
84041,NO,NO
3850,NO,NO
18520,NO,NO
05000,NO,NO
1100L,NO,NO
01000,NO,NO
70523,NO,NO
605231,NO,NO
2111,NO,NO
1190,NO,NO
0825,NO,NO
8206,NO,NO
62226,NO,NO
8205,NO,NO
1445,NO,NO
464102,NO,NO
60571,NO,NO
4016,NO,NO
7222,NO,NO
LOGAN,NO,NO
12306,NO,NO
40143,NO,NO
13815,NO,NO
7011,NO,NO
1416,NO,NO
13814,NO,NO
13668,NO,NO
4441,NO,NO
9108,NO,NO
1549,NO,NO
6535,NO,NO
8603,NO,NO
23090,NO,NO
1535,NO,NO
8801,NO,NO
19849,NO,NO
240539,NO,NO
2387,NO,NO
11625,NO,NO
10875,NO,NO
4135,NO,NO
6508,NO,NO
13101,NO,NO
3025,NO,NO
8489,NO,NO
2567,NO,NO
3249,NO,NO
11502,NO,NO
618655,NO,NO
4515,NO,NO
281061,NO,NO
2216,NO,NO
9211,NO,NO
3402,NO,NO
2097,NO,NO
8250,NO,NO
30317,NO,NO
01001,NO,NO
0135,NO,NO
4322,NO,NO
9780,NO,NO
13040,NO,NO
441011,NO,NO
4701,NO,NO
00105,NO,NO
2648,NO,NO
25001,NO,NO
0811,NO,NO
6141,NO,NO
9128,NO,NO
752,NO,NO
92440,NO,NO
10777,NO,NO
92568,NO,NO
6161,NO,NO
3972,NO,NO
1920,NO,NO
06300,NO,NO
7155,NO,NO
2773,NO,NO
10906,NO,NO
0761,NO,NO
00555,NO,NO
91502,NO,NO
3999,NO,NO
24006,NO,NO
26010,NO,NO
83851,NO,NO
33334,NO,NO
0214,NO,NO
21282,NO,NO
5080,NO,NO
327,NO,NO
12148,NO,NO
29206,NO,NO
503061,NO,NO
10401,NO,NO
JM2369,NO,NO
301123,NO,NO
0322,NO,NO
14002,NO,NO
980,NO,NO
2303,NO,NO
0836,NO,NO
02021,NO,NO
14780,NO,NO
9118,NO,NO
9060,NO,NO
4777,NO,NO
791051,NO,NO
6295,NO,NO
839,NO,NO
3103,NO,NO
950,NO,NO
12311,NO,NO
17112,NO,NO
19106,NO,NO
21357,NO,NO
80211,NO,NO
601309,NO,NO
0104,NO,NO
6145,NO,NO
614,NO,NO
90162,NO,NO
A1053,NO,NO
7012,NO,NO
6000WC,NO,NO
60564,NO,NO
92919,NO,NO
3363,NO,NO
4268,NO,NO
06492,NO,NO
3208,NO,NO
5910,NO,NO
162,NO,NO
10909,NO,NO
21756,NO,NO
1129,NO,NO
43058,NO,NO
4174,NO,NO
1026,NO,NO
85301,NO,NO
27114,NO,NO
19056,NO,NO
1940,NO,NO
4103,NO,NO
1204H,NO,NO
8304,NO,NO
91021,NO,NO
56607,NO,NO
1W,NO,NO
4151,NO,NO
5656,NO,NO
1219,NO,NO
5835,NO,NO
4311,NO,NO
10386,NO,NO
3477,NO,NO
9126,NO,NO
3276,NO,NO
73114,NO,NO
26024,NO,NO
102,NO,NO
2602,NO,NO
2367,NO,NO
97,NO,NO
29466,NO,NO
809,NO,NO
86685,NO,NO
60126,NO,NO
982009,NO,NO
0122,NO,NO
36402,NO,NO
26104,NO,NO
91119,NO,NO
6480,NO,NO
906,NO,NO
1045,NO,NO
301850,NO,NO
981640,NO,NO
4279,NO,NO
31476,NO,NO
2770,NO,NO
4560,NO,NO
4040,NO,NO
97171,NO,NO
P2525,NO,NO
25251,NO,NO
529,NO,NO
4136,NO,NO
686,NO,NO
41050,NO,NO
8128,NO,NO
11674,NO,NO
385018,NO,NO
3528,NO,NO
54712,NO,NO
9626,NO,NO
5035,NO,NO
46060,NO,NO
27810,NO,NO
1110,NO,NO
7737,NO,NO
23908,NO,NO
7005,NO,NO
95669,NO,NO
36000,NO,NO
3809,NO,NO
30060,NO,NO
48823,NO,NO
12E,NO,NO
637,NO,NO
5310,NO,NO
9605,NO,NO
54669,NO,NO
48007,NO,NO
247017,NO,NO
408,NO,NO
5466,NO,NO
121212,NO,NO
6150,NO,NO
4001,NO,NO
1615,NO,NO
3000,NO,NO
419140,NO,NO
18861,NO,NO
606141,NO,NO
4836,NO,NO
670,NO,NO
44115,NO,NO
457,NO,NO
5589,NO,NO
11330,NO,NO
34000,NO,NO
914,NO,NO
3409,NO,NO
5602/USE W3380,NO,NO
7003,NO,NO
2979,NO,NO
MMP,NO,NO
7191,NO,NO
71114,NO,NO
4014,NO,NO
850489,NO,NO
07401,NO,NO
1708,NO,NO
8283,NO,NO
13810,NO,NO
63179,NO,NO
7627,NO,NO
3777,NO,NO
52406,NO,NO
097,NO,NO
0928,NO,NO
4650,NO,NO
10439,NO,NO
8687,NO,NO
761,NO,NO
60007,NO,NO
933,NO,NO
3191,NO,NO
50440,NO,NO
19999,NO,NO
33100,NO,NO
30311,NO,NO
MPC,NO,NO
4540,NO,NO
8833,NO,NO
45073,NO,NO
6750,NO,NO
3595,NO,NO
32000,NO,NO
5397,NO,NO
1353,NO,NO
0188,NO,NO
545,NO,NO
4832,NO,NO
42096,NO,NO
75001,NO,NO
89472,NO,NO
05700,NO,NO
689,NO,NO
11460,NO,NO
68124,NO,NO
0374,NO,NO
2207,NO,NO
12301,NO,NO
388077,NO,NO
84106,NO,NO
180045,NO,NO
3277,NO,NO
189,NO,NO
4254,NO,NO
1754,NO,NO
1880444,NO,NO
20904,NO,NO
1134,NO,NO
4180,NO,NO
74834,NO,NO
2078,NO,NO
4045,NO,NO
6909,NO,NO
73126,NO,NO
9910,NO,NO
0476,NO,NO
19200,NO,NO
7610,NO,NO
32521,NO,NO
17851,NO,NO
6602,NO,NO
85392,NO,NO
8343,NO,NO
1968,NO,NO
1830,NO,NO
549,NO,NO
12187,NO,NO
NW4113,NO,NO
4190N,NO,NO
4363,NO,NO
32751,NO,NO
22030,NO,NO
862,NO,NO
1015,NO,NO
4080,NO,NO
10424,NO,NO
1255,NO,NO
1158,NO,NO
NEB987405,NO,NO
5837,NO,NO
04100,NO,NO
6126,NO,NO
62526,NO,NO
21111,NO,NO
46802,NO,NO
01865,NO,NO
29179,NO,NO
714,NO,NO
47011,NO,NO
03821,NO,NO
424,NO,NO
23223,NO,NO
120,NO,NO
39144,NO,NO
27442,NO,NO
79794,NO,NO
0548,NO,NO
5399,NO,NO
10121,NO,NO
33162,NO,NO
6817,NO,NO
110W,NO,NO
4285,NO,NO
12144,NO,NO
4642,NO,NO
6487,NO,NO
4804,NO,NO
15560,NO,NO
8006,NO,NO
60502,NO,NO
70310,NO,NO
25951,NO,NO
227,NO,NO
601151,NO,NO
611071,NO,NO
874201,NO,NO
8898,NO,NO
2339,NO,NO
8170,NO,NO
1984,NO,NO
4047,NO,NO
4416,NO,NO
73380,NO,NO
40002,NO,NO
3225,NO,NO
28819,NO,NO
3016,NO,NO
60615,NO,NO
602018,NO,NO
8887,NO,NO
410,NO,NO
2837,NO,NO
0201,NO,NO
7452,NO,NO
60115,NO,NO
49855,NO,NO
113337,NO,NO
6063,NO,NO
01600,NO,NO
1936,NO,NO
3270,NO,NO
1700,NO,NO
1946,NO,NO
4256,NO,NO
251,NO,NO
4112,NO,NO
83,NO,NO
46556,NO,NO
1044,NO,NO
60162,NO,NO
9050,NO,NO
6045,NO,NO
2531,NO,NO
25330,NO,NO
228,NO,NO
59632,NO,NO
600761,NO,NO
2880,NO,NO
28803,NO,NO
60914,NO,NO
806103,NO,NO
99205,NO,NO
7447,NO,NO
9391,NO,NO
6740,NO,NO
6001,NO,NO
16351,NO,NO
5600,NO,NO
44318,NO,NO
4315,NO,NO
40384,NO,NO
7601,NO,NO
4803,NO,NO
3522,NO,NO
4403,NO,NO
149,NO,NO
0515,NO,NO
14400,NO,NO
12571,NO,NO
3619,NO,NO
4043,NO,NO
21012,NO,NO
32539,NO,NO
22011,NO,NO
4345,NO,NO
DOC97,NO,NO
93780,NO,NO
00910,NO,NO
6254,NO,NO
3128,NO,NO
5464,NO,NO
5440,NO,NO
16150,NO,NO
6091,NO,NO
62540,NO,NO
3045,NO,NO
6818,NO,NO
3404,NO,NO
3784,NO,NO
44,NO,NO
3202,NO,NO
80115,NO,NO
2881,NO,NO
4061,NO,NO
1165,NO,NO
0719,NO,NO
16851,NO,NO
15200,NO,NO
7018,NO,NO
34684,NO,NO
7067,NO,NO
5206,NO,NO
7548,NO,NO
01440,NO,NO
81000,NO,NO
927050,NO,NO
9021,NO,NO
4575,NO,NO
13160,NO,NO
3744,NO,NO
3343,NO,NO
3817810,NO,NO
0682,NO,NO
5110,NO,NO
4570,NO,NO
7081,NO,NO
4990,NO,NO
2721,NO,NO
2455,NO,NO
8113,NO,NO
6072,NO,NO
30970,NO,NO
6006,NO,NO
6099,NO,NO
6035,NO,NO
309751,NO,NO
6202,NO,NO
605061,NO,NO
99209,NO,NO
480346,NO,NO
6815,NO,NO
PAM188,NO,NO
6105,NO,NO
16174,NO,NO
18416,NO,NO
1228,NO,NO
3305,NO,NO
46845,NO,NO
0360,NO,NO
0134,NO,NO
40229,NO,NO
0403,NO,NO
606071,NO,NO
60302,NO,NO
64051,NO,NO
1717,NO,NO
60643,NO,NO
63640,NO,NO
4330,NO,NO
12503,NO,NO
22007,NO,NO
82000,NO,NO
5620,NO,NO
2451,NO,NO
60970,NO,NO
15872,NO,NO
25010,NO,NO
6140,NO,NO
02690,NO,NO
2842,NO,NO
12922,NO,NO
0130,NO,NO
1341,NO,NO
616,NO,NO
28011,NO,NO
3094,NO,NO
550W,NO,NO
4590,NO,NO
24721,NO,NO
2927,NO,NO
1904,NO,NO
9547,NO,NO
218,NO,NO
50003,NO,NO
46899,NO,NO
2839,NO,NO
3096,NO,NO
92735,NO,NO
0399,NO,NO
2600,NO,NO
2467,NO,NO
222,NO,NO
909,NO,NO
02172,NO,NO
2316,NO,NO
0204,NO,NO
2220,NO,NO
104,NO,NO
9040,NO,NO
1250,NO,NO
48532,NO,NO
7165,NO,NO
45,NO,NO
278,NO,NO
4845,NO,NO
14499,NO,NO
11047,NO,NO
4218,NO,NO
5513,NO,NO
6702,NO,NO
6927,NO,NO
4557,NO,NO
2507,NO,NO
1211,NO,NO
024,NO,NO
29150,NO,NO
422,NO,NO
7113,NO,NO
423,NO,NO
14449,NO,NO
11939,NO,NO
9301,NO,NO
1340,NO,NO
2501,NO,NO
40412,NO,NO
86000,NO,NO
3380,NO,NO
25097,NO,NO
49047,NO,NO
180201,NO,NO
43086,NO,NO
1907,NO,NO
6329,NO,NO
13206,NO,NO
186,NO,NO
11466,NO,NO
18001,NO,NO
61764,NO,NO
33675,NO,NO
47903,NO,NO
4637,NO,NO
7066,NO,NO
20090,NO,NO
5405,NO,NO
23620,NO,NO
4215,NO,NO
0190,NO,NO
32791,NO,NO
1527,NO,NO
40253,NO,NO
4420,NO,NO
4400,NO,NO
69944,NO,NO
2248,NO,NO
59052,NO,NO
47210,NO,NO
316,NO,NO
A409,NO,NO
19101,NO,NO
2790,NO,NO
191010,NO,NO
1020,NO,NO
65013,NO,NO
PH1468,NO,NO
4658,NO,NO
4150,NO,NO
13400,NO,NO
163390,NO,NO
03100,NO,NO
220090,NO,NO
19800,NO,NO
28467,NO,NO
79,NO,NO
75,NO,NO
604,NO,NO
12897,NO,NO
217,NO,NO
11088,NO,NO
02239,NO,NO
797,NO,NO
9601,NO,NO
90509,NO,NO
3326,NO,NO
369,NO,NO
99710,NO,NO
10826,NO,NO
99906,NO,NO
5770,NO,NO
6704,NO,NO
37021,NO,NO
52,NO,NO
26000,NO,NO
0729,NO,NO
20003,NO,NO
49546,NO,NO
9558,NO,NO
18202,NO,NO
94561,NO,NO
0505,NO,NO
67211,NO,NO
98122,NO,NO
7062,NO,NO
43235,NO,NO
1910,NO,NO
0412,NO,NO
10853,NO,NO
46032,NO,NO
8306,NO,NO
901,NO,NO
2060,NO,NO
03125,NO,NO
6580,NO,NO
26036,NO,NO
67202,NO,NO
00238,NO,NO
1820,NO,NO
89436,NO,NO
2957,NO,NO
34970,NO,NO
60204,NO,NO
602041,NO,NO
84102,NO,NO
3395,NO,NO
14388,NO,NO
22001,NO,NO
479071,NO,NO
6068,NO,NO
9018,NO,NO
555,NO,NO
8135,NO,NO
08855,NO,NO
0820,NO,NO
3730,NO,NO
595QCP,NO,NO
707473,NO,NO
50222,NO,NO
3501,NO,NO
2038,NO,NO
244705,NO,NO
20097,NO,NO
0085,NO,NO
60505,NO,NO
2725,NO,NO
60440,NO,NO
9881,NO,NO
945,NO,NO
453,NO,NO
6355,NO,NO
2415,NO,NO
610190,NO,NO
1514,NO,NO
18449,NO,NO
1444,NO,NO
952366,NO,NO
91337,NO,NO
30805,NO,NO
610609,NO,NO
60603A,NO,NO
8005,NO,NO
5981,NO,NO
0509,NO,NO
4920,NO,NO
87020,NO,NO
2935,NO,NO
77610,NO,NO
18448,NO,NO
22021,NO,NO
758,NO,NO
1489,NO,NO
1043,NO,NO
10443,NO,NO
21500,NO,NO
450534,NO,NO
370,NO,NO
200002,NO,NO
0819,NO,NO
2250,NO,NO
1079,NO,NO
15800,NO,NO
481,NO,NO
0236,NO,NO
706,NO,NO
571,NO,NO
112,NO,NO
1825,NO,NO
2517,NO,NO
5126,NO,NO
20717,NO,NO
3961,NO,NO
5601,NO,NO
6309,NO,NO
678,NO,NO
50306,NO,NO
13423,NO,NO
1317,NO,NO
350111,NO,NO
5626,NO,NO
W15557,NO,NO
1060,NO,NO
62471,NO,NO
3732,NO,NO
48099,NO,NO
0234,NO,NO
776,NO,NO
19642,NO,NO
13707,NO,NO
211,NO,NO
6014,NO,NO
612,NO,NO
1085,NO,NO
30189,NO,NO
0033,NO,NO
1351,NO,NO
5866,NO,NO
18238,NO,NO
388,NO,NO
60195,NO,NO
6476,NO,NO
4333,NO,NO
1510,NO,NO
4356,NO,NO
6051,NO,NO
2103,NO,NO
825,NO,NO
1970,NO,NO
1179,NO,NO
33619,NO,NO
0887,NO,NO
238,NO,NO
860,NO,NO
12308,NO,NO
11301,NO,NO
1170,NO,NO
4299,NO,NO
8551,NO,NO
1169,NO,NO
0551,NO,NO
687,NO,NO
1627,NO,NO
4858,NO,NO
WC42415,NO,NO
61450,NO,NO
90806,NO,NO
2545,NO,NO
19044,NO,NO
SCH784,NO,NO
6031,NO,NO
41037,NO,NO
19087,NO,NO
04001,NO,NO
13078,NO,NO
5224,NO,NO
380,NO,NO
9765,NO,NO
606,NO,NO
6400,NO,NO
4245,NO,NO
16481,NO,NO
3734,NO,NO
465155,NO,NO
90632,NO,NO
22292,NO,NO
10108,NO,NO
3209,NO,NO
4240,NO,NO
3699,NO,NO
548,NO,NO
2305,NO,NO
30192,NO,NO
0040,NO,NO
72501,NO,NO
556,NO,NO
15901,NO,NO
9678,NO,NO
4275,NO,NO
6596,NO,NO
155,NO,NO
0580,NO,NO
981710,NO,NO
40222,NO,NO
8042,NO,NO
2143,NO,NO
2153,NO,NO
15445,NO,NO
25101,NO,NO
4893,NO,NO
3724,NO,NO
303,NO,NO
1343,NO,NO
51200,NO,NO
8388,NO,NO
12075,NO,NO
9390,NO,NO
7097,NO,NO
1747,NO,NO
564,NO,NO
60188,NO,NO
37070,NO,NO
3707,NO,NO
8124,NO,NO
2145,NO,NO
60606,NO,NO
205111,NO,NO
16008,NO,NO
1136,NO,NO
1517,NO,NO
10854,NO,NO
144599,NO,NO
1950,NO,NO
2018,NO,NO
2861,NO,NO
5510,NO,NO
4601,NO,NO
5821,NO,NO
17604,NO,NO
44537,NO,NO
00400,NO,NO
W921S,NO,NO
4351,NO,NO
55440,NO,NO
21036,NO,NO
30827,NO,NO
585,NO,NO
A2796,NO,NO
4300,NO,NO
7223,NO,NO
59100,NO,NO
31905,NO,NO
389,NO,NO
1024,NO,NO
19636,NO,NO
67401,NO,NO
16094,NO,NO
46565,NO,NO
304556,NO,NO
A3893,NO,NO
5393,NO,NO
1449,NO,NO
3901,NO,NO
23962,NO,NO
6067,NO,NO
63108,NO,NO
26967,NO,NO
W98109,NO,NO
853924,NO,NO
4029,NO,NO
3690,NO,NO
1019,NO,NO
5801,NO,NO
63701,NO,NO
10265,NO,NO
724,NO,NO
7704,NO,NO
0127,NO,NO
8295,NO,NO
4252,NO,NO
3311,NO,NO
89126,NO,NO
13192,NO,NO
91802,NO,NO
4839,NO,NO
4775,NO,NO
982005,NO,NO
474,NO,NO
27001,NO,NO
3031,NO,NO
75024,NO,NO
250349,NO,NO
2399,NO,NO
14608,NO,NO
2022,NO,NO
45502,NO,NO
65025,NO,NO
5225,NO,NO
893,NO,NO
1850,NO,NO
7904,NO,NO
1564,NO,NO
16000,NO,NO
63000,NO,NO
22255,NO,NO
4192,NO,NO
3969,NO,NO
19515,NO,NO
500W,NO,NO
68174,NO,NO
47978,NO,NO
16708,NO,NO
782691,NO,NO
19267,NO,NO
110,NO,NO
46307,NO,NO
0120,NO,NO
5800,NO,NO
7250,NO,NO
WC182738,NO,NO
390327,NO,NO
29503,NO,NO
22,NO,NO
60134,NO,NO
1030,NO,NO
586,NO,NO
2360,NO,NO
32885,NO,NO
3070,NO,NO
8063,NO,NO
02305,NO,NO
8010,NO,NO
35,NO,NO
3463,NO,NO
3375,NO,NO
10811,NO,NO
6047,NO,NO
37243,NO,NO
60045,NO,NO
2045,NO,NO
3275,NO,NO
11108,NO,NO
787550,NO,NO
2210,NO,NO
2111W,NO,NO
33160,NO,NO
75081,NO,NO
S7400,NO,NO
400200,NO,NO
1960,NO,NO
49019,NO,NO
25411,NO,NO
374,NO,NO
600E,NO,NO
61455,NO,NO
1614,NO,NO
60185,NO,NO
8087,NO,NO
662255,NO,NO
2183,NO,NO
81915,NO,NO
29400,NO,NO
3423,NO,NO
V967,NO,NO
41352,NO,NO
0121,NO,NO
50351,NO,NO
60445,NO,NO
606321,NO,NO
1712,NO,NO
4900,NO,NO
96931,NO,NO
5700,NO,NO
9885,NO,NO
10110,NO,NO
6464,NO,NO
3728,NO,NO
29413,NO,NO
10888,NO,NO
9623,NO,NO
05126,NO,NO
6083,NO,NO
94537,NO,NO
18671,NO,NO
5940,NO,NO
60527,NO,NO
24513,NO,NO
99489,NO,NO
4349,NO,NO
02531,NO,NO
1275,NO,NO
216,NO,NO
29950,NO,NO
200,NO,NO
11601,NO,NO
W40814,NO,NO
8815,NO,NO
250089,NO,NO
73055,NO,NO
15077,NO,NO
2049,NO,NO
12170,NO,NO
4296,NO,NO
4410,NO,NO
37283,NO,NO
126,NO,NO
13845,NO,NO
1306832,NO,NO
96,NO,NO
6525,NO,NO
60637,NO,NO
4390,NO,NO
95377,NO,NO
74130,NO,NO
602,NO,NO
3078,NO,NO
2348,NO,NO
110011,NO,NO
3166,NO,NO
10101,NO,NO
34405,NO,NO
46801,NO,NO
8066,NO,NO
4321,NO,NO
25003,NO,NO
8141,NO,NO
1180,NO,NO
5680,NO,NO
149190,NO,NO
9188,NO,NO
5001,NO,NO
800,NO,NO
101633,NO,NO
60408,NO,NO
4130,NO,NO
14001,NO,NO
80308,NO,NO
4078,NO,NO
14669,NO,NO
01928,NO,NO
0147,NO,NO
869097,NO,NO
34310,NO,NO
80431,NO,NO
80432,NO,NO
0310,NO,NO
47000,NO,NO
1279,NO,NO
5450,NO,NO
850113,NO,NO
1086,NO,NO
420401,NO,NO
47,NO,NO
13502,NO,NO
01035,NO,NO
4038,NO,NO
3043,NO,NO
17106,NO,NO
30545,NO,NO
532010,NO,NO
2701,NO,NO
10619,NO,NO
0994,NO,NO
3636,NO,NO
2017,NO,NO
90802,NO,NO
77373,NO,NO
25136,NO,NO
6515,NO,NO
8905,NO,NO
38225,NO,NO
600151,NO,NO
25651,NO,NO
4052,NO,NO
4004,NO,NO
2474,NO,NO
1899,NO,NO
0455,NO,NO
7276,NO,NO
13401,NO,NO
52749,NO,NO
4301,NO,NO
396,NO,NO
6801,NO,NO
80155,NO,NO
5255,NO,NO
70818,NO,NO
50024,NO,NO
90024,NO,NO
1801,NO,NO
2010N,NO,NO
0906,NO,NO
11822,NO,NO
3211,NO,NO
7213,NO,NO
2330,NO,NO
1662,NO,NO
4156,NO,NO
015811,NO,NO
23507,NO,NO
6007,NO,NO
4068,NO,NO
0853,NO,NO
2238,NO,NO
27116,NO,NO
253,NO,NO
4232,NO,NO
07856,NO,NO
9110,NO,NO
047,NO,NO
3251,NO,NO
10841,NO,NO
61593,NO,NO
484,NO,NO
165,NO,NO
1812,NO,NO
1122,NO,NO
4149,NO,NO
38305,NO,NO
14245,NO,NO
6020,NO,NO
5057,NO,NO
92606,NO,NO
4121,NO,NO
30757,NO,NO
30760,NO,NO
659745,NO,NO
11430,NO,NO
10835,NO,NO
632,NO,NO
1091,NO,NO
1084,NO,NO
30567,NO,NO
2208,NO,NO
12115,NO,NO
0826,NO,NO
2911,NO,NO
98124,NO,NO
3883,NO,NO
1154,NO,NO
79011,NO,NO
1670,NO,NO
13255,NO,NO
19988,NO,NO
2870,NO,NO
2211,NO,NO
760062,NO,NO
608017,NO,NO
174,NO,NO
2178,NO,NO
1581,NO,NO
5240,NO,NO
1701,NO,NO
300,NO,NO
2658,NO,NO
2901,NO,NO
2711,NO,NO
33163,NO,NO
6506,NO,NO
9901,NO,NO
6601,NO,NO
600336,NO,NO
5885,NO,NO
CB740,NO,NO
20033,NO,NO
33181,NO,NO
12550,NO,NO
21015,NO,NO
1428,NO,NO
294,NO,NO
84132,NO,NO
1318,NO,NO
14260,NO,NO
64903,NO,NO
60138,NO,NO
210021,NO,NO
80309,NO,NO
